,mean,mean,mean,mean,mean,std,std,std,std,std
,loss,loss,loss,loss,loss,loss,loss,loss,loss,loss
method,None,beta,beta_ab,beta_am,sigmoid,None,beta,beta_ab,beta_am,sigmoid
dataset,,,,,,,,,,
abalone,0.615258102613,0.614152151706,0.614274889614,0.614694688212,0.616174059573,0.0109714159607,0.00976268297567,0.0102949157808,0.00933702764422,0.0088868322794
autos,0.491699930457,0.296195930401,0.298562027128,0.314992556703,0.258223694372,0.46477303347,0.0745088296711,0.0708929568915,0.0658413885469,0.0716743406606
balance-scale,0.0433564055367,0.0310054576318,0.0321055391417,0.0313126052745,0.030037668963,0.011465613365,0.0177477871242,0.0189166732536,0.0173774257941,0.0190732951233
car,0.114943615439,0.110072371231,0.110099630911,0.110898345553,0.121505384985,0.0137425266345,0.0174834117859,0.017316394973,0.0172050312132,0.0215789198982
cleveland,0.534759610783,0.437598599114,0.436648554066,0.438175581253,0.439607066974,0.160907256974,0.0477149268669,0.0470766982545,0.0468520040702,0.0592163158704
credit-approval,0.360831240741,0.350039137196,0.348837148871,0.349302345995,0.344306115151,0.0793944314576,0.0407464090946,0.0401252786153,0.0386736230653,0.0469114199946
dermatology,0.114944629211,0.03699620356,0.0464198061749,0.0365950460343,0.0364561101359,0.202745642711,0.0611302862021,0.0886620275345,0.0616496586121,0.0573460509134
diabetes,0.519979651981,0.49138077495,0.490682762889,0.492149078173,0.501873199439,0.0542393153057,0.0286518309514,0.0279548429855,0.0268414786102,0.0308909079064
ecoli,0.345588129634,0.166990121286,0.164119916114,0.168216197775,0.16874730439,0.399076782625,0.0568346009941,0.0510218836464,0.0498698936405,0.0766627644733
flare,0.404982443955,0.405199678808,0.405293479502,0.405020034779,0.408996380938,0.023169731247,0.0228336414775,0.0221172875791,0.02258291959,0.0244273933103
german,0.515513098989,0.508573033085,0.509204136777,0.507759257283,0.507494545238,0.0392318822794,0.0227983178893,0.0241786116752,0.0227357791573,0.0223258004895
glass,0.779571904999,0.509567288718,0.510718746789,0.511286624532,0.490105397633,0.31106819696,0.0505753538093,0.0488366191965,0.0462709920806,0.0663755546144
heart-statlog,0.623159963055,0.447099784601,0.446085590614,0.447091799745,0.456231950086,0.233756540422,0.0566941535463,0.0551601536071,0.0544024848999,0.0678632350499
hepatitis,0.971964145867,0.421435636958,0.441864084214,0.421875174257,0.425828175221,0.584514980994,0.0449207689988,0.0466410491165,0.041534531562,0.066518476338
horse,0.687831230627,0.445165980224,0.455459667563,0.451848137904,0.430632623767,0.261977363479,0.0481798937615,0.0462301899572,0.0432655628245,0.0596309141387
ionosphere,0.45361937748,0.226838009805,0.22472683829,0.228489162502,0.249115529907,0.239118186662,0.0451921235155,0.0439542658871,0.0414395620471,0.073678009675
iris,0.126928011043,1.36348715491e-05,1.38858564553e-05,1.39866919451e-05,1.36348841059e-05,0.0,0.0,0.0,0.0,0.0
landsat-satellite,0.0485289774221,0.0447744138474,0.0448386958894,0.04465963496,0.0645488837857,0.0100282923414,0.00652229304232,0.00659805356962,0.00646770458636,0.0114349385913
letter,0.0372375761948,0.0359750382239,0.0360363490527,0.0366266038922,0.0453467653916,0.00199747817214,0.00227834710423,0.00223600955428,0.00226136179256,0.00341109444551
libras-movement,0.616825253371,0.0968922418214,0.0963617994039,0.0967820425823,0.103782500542,0.512072693168,0.0519807131186,0.0516058746169,0.0507988247392,0.0532484178895
lung-cancer,0.237980642622,0.290939336631,0.2899144293,0.289154878582,0.290197250334,0.116748542483,0.357779581806,0.361149425455,0.358924145285,0.351276252679
mfeat-karhunen,0.059621000746,0.0259330173822,0.0251718331491,0.0276719334379,0.0323672984827,0.0562811174707,0.0116297115965,0.0116985185504,0.0111356597886,0.0178967638899
mfeat-morphological,0.065233559721,0.0480401777905,0.0181136029809,0.05415053463,0.0175826523387,0.0678850710016,0.0729496532636,0.0152505539934,0.0936943223911,0.018411915577
mfeat-zernike,0.117964615992,0.0361959092107,0.0355166443348,0.0357920852708,0.0446961259411,0.080425434087,0.0121316211284,0.0121590695195,0.011677163792,0.0184405846159
mushroom,0.000190192219374,0.000134456555291,0.000151728598314,0.000156390007503,4.58398138498e-05,0.000224303427517,0.000261259355056,0.000281211466683,0.000356003346203,0.000159823702451
optdigits,0.0385529678136,0.0357071433724,0.0356262067847,0.0360156343172,0.046352609738,0.00887383460433,0.00543573881076,0.00536332937299,0.00544568755003,0.00974780980992
page-blocks,0.0995625685769,0.0945589901883,0.0949466850651,0.095096033342,0.118057147949,0.0154256017108,0.0104966056144,0.0103465462781,0.0106227806927,0.0143014135726
pendigits,0.018510690054,0.0184385516829,0.0185046147067,0.0186094945629,0.0247530462627,0.0034281852526,0.00272665024613,0.00269938052202,0.00266419702858,0.00472079417838
scene-classification,0.410010437826,0.378649309989,0.381752970564,0.379024275987,0.393018750796,0.0316459217065,0.0146897145635,0.0154073932784,0.0143919971714,0.0182037598253
segment,0.0259405363929,0.0127670626025,0.0115125882651,0.0121128655073,0.0162528579406,0.0326090956164,0.010729571738,0.00884060119722,0.00853231043467,0.0124737994412
shuttle,0.000329568778651,0.000277212235956,0.000279437911864,0.000285083141986,0.000358306833769,0.00128760886051,0.000500179023675,0.000501854090098,0.000505902279275,0.000521343646468
sonar,1.4399677053,0.406781510443,0.405898061458,0.408000449349,0.441061981485,0.772890133516,0.0673819669608,0.0657624108945,0.0643015593538,0.0843850448061
spambase,0.168349045388,0.168055763932,0.168313143807,0.168338654499,0.175738971603,0.0173836623011,0.0149788821353,0.0149084211928,0.0150288763051,0.0162283944965
tic-tac,0.379277261108,0.33819067608,0.348793713666,0.337722077543,0.343879590774,0.0226294098946,0.0374045905498,0.0350039628436,0.0374084318585,0.0391761838455
vehicle,0.0910726429167,0.0714792962868,0.0704062495746,0.0710437363215,0.0857170770034,0.0545934445162,0.0212041497197,0.0207605703752,0.0197581762272,0.028984484881
vowel,0.086437092185,0.0783204749639,0.0785608267148,0.0780176929649,0.092639994409,0.0425237213264,0.021543193381,0.0191975665731,0.0199937619689,0.0268675221753
waveform-5000,0.26713770965,0.261362418142,0.261587441654,0.261612599448,0.287146035841,0.0199762481765,0.0149738832795,0.0150656388561,0.0149442810905,0.0180141917831
wdbc,0.333074561142,0.092973330834,0.0919450331906,0.0940876651002,0.122629449482,0.277385339819,0.0389745244672,0.0363075312486,0.0363167184283,0.0538288087202
wpbc,1.21390132884,0.507441268556,0.531991049017,0.507663854939,0.510400778899,0.413738144472,0.0319005068391,0.0378917509054,0.0265398568961,0.0355930217907
yeast,0.516071164794,0.515346682514,0.515357768906,0.515817642175,0.520680955076,0.0281931262476,0.0226281029192,0.0227954794089,0.0223561523091,0.0224382840873
zoo,0.126928011043,0.00770235653614,0.00770254087617,0.0077023101104,0.00770175609027,1.18952466924e-17,0.0126977869451,0.0126974434626,0.0126972902381,0.0126968264645
